date,time,username,tweet,Compound_Score,Sentiments
04/01/2023,18:48:40,kompascom,acara bharada e ronny talapessy klaim lemari senjata rumah pribadi ferdy sambo jalan saguling jakarta selatan klien kaget nasional bharadae,0.0,Netral
14/12/2022,22:31:12,idntimes,acara bharada e ronny talapessy klien kerap intimidasi pojok richard lepas terang ferdy sambo siapa,0.0,Netral
07/11/2022,13:50:41,inilahdotcom,acara bharada e ronny talapessy klien terima pindah uang rekening bukti terang pegawai bank bni saksi sidang lanjut sama dakwa richard eliezer ricky rizal kuat ma ruf,0.0,Netral
27/01/2023,9:26:18,btvidofficial,acara bharada e rory sagala aku habis pikir tuntut jaksa terima klien sidangpembunuhanbrigadirj beritasatu baca lengkap,0.0,Netral
18/01/2023,17:10:30,inewsdotid,acara bharada e sayang status jc timbang jaksa tuntut penjara,0.0,Netral
30/11/2022,10:41:36,detikcom,acara bharada e sebut ricky rizal kuat ma ruf ubah terang berita acara periksa bap kait sarung tangan ferdy sambo,0.0,Netral
21/01/2023,16:43:18,demokrasicoid,acara bharada e tunjuk video bukti ferdy sambo suap jaksa,0.0,Netral
14/12/2022,20:09:50,detikcom,acara bharada eliezer ungkap terang ahli dna senjata hs identik dna tangan almarhum brigadir yosua hutabarat,0.0,Netral
04/01/2023,16:45:20,detikcom,acara bharada richard eliezer ronny talapessy sebut hakim ecek lemari senjata rumah pribadi ferdy sambo,0.0,Netral
17/01/2023,8:07:34,tvonenews,acara brigadir j bantah yosua selingkuh putri candrawathi tunang cantik,0.0,Netral
12/12/2022,14:06:05,jurnascom,acara brigadir j bohong ferdy sambo takut hukum mati,0.0,Netral
17/01/2023,6:18:31,tribun_bogor,acara brigadir j cemas tuntut bharada e berat ketimbang kuat maruf alas,-0.2732,Negatif
17/01/2023,10:50:06,terkinidotid,acara brigadir j curiga ferdy sambo putri tuntut ringan kuasa hukum keluarga brigadir nofriansyah yosua hutabarat brigadir j martin lukas simanjuntak,0.0,Netral
26/12/2022,17:17:36,tvonenews,acara brigadir j ferdy sambo institusi polisi anggap jahat,0.0,Netral
17/01/2023,10:10:01,gatra_com,acara brigadir j harap jpu tuntut ferdy sambo minimal umur hidup,0.0,Netral
18/01/2023,11:00:01,gatra_com,acara brigadir j harap putri candrawathi tuntut hukum maksimal,0.0,Netral
18/01/2023,16:08:01,gatra_com,acara brigadir j kecewa putri candrawathi tuntut,0.0,Netral
18/01/2023,15:50:36,inewsdotid,acara brigadir j kecewa putri candrawathi tuntut penjara jahat serius,0.0,Netral
19/01/2023,13:26:01,gatra_com,acara brigadir j keluarga korban kecewa bharada e tuntut harap ringan,0.0,Netral
18/01/2023,10:58:02,gatra_com,acara brigadir j keluarga yosua harap bharada e ringan,0.0,Netral
25/12/2022,12:36:51,zonafaktacom,acara brigadir j lapor polisi,0.0,Netral
26/12/2022,10:25:20,apahabarjakarta,acara brigadir j martin simanjuntak klaim putri candrawathi rusak skenario sidang mati yosua,0.0,Netral
30/12/2022,16:00:35,vivacoid,acara brigadir j orang pergi kelab malam layak bunuh,0.0,Netral
21/12/2022,17:05:23,korbanelonmusk,acara brigadir j pc ngeprank sambo pura leceh biar brigadir j bunuh sambo percaya banget pc sambo ya emang sayang bucin bnget pc maklum cinta smp sambo,0.0,Netral
12/12/2022,0:20:40,kameraberitagm1,acara brigadir j polisi abdi negara mafia,0.0,Netral
12/12/2022,12:55:31,terkinidotid,acara brigadir j polisi banyak abdi mafia negara,0.0,Netral
10/12/2022,12:26:33,terkinidotid,acara brigadir j polisi banyak abdi mafia negara acara brigadir j alias brigadir yoshua kamaruddin simanjuntak rahasia anggota polisi,0.0,Netral
24/12/2022,9:03:03,terkinidotid,acara brigadir j polisi buntut konten polisi abdi mafia kamaruddin simanjuntak polisi buntut konten polisi abdi mafia mana sebut rata polisi indonesia abdi,0.0,Netral
24/12/2022,7:56:00,cnnindonesia,acara brigadir j polisi buntut polisi abdi mafia,0.0,Netral
21/12/2022,5:03:04,tvonenews,acara brigadir j sorot grup whatsapp duren condong obstruction of justice,0.5267,Positif
12/12/2022,8:59:07,sindonews,acara brigadir j tuding polisi abdi mafia arteria dahlan polri tindak sindonews bukanberitabiasa,0.0,Netral
07/12/2022,16:32:50,cnnindonesia,acara brigadir j tuduh sambo perkosa putri prematur,0.0,Netral
17/01/2023,10:26:54,republikaonline,acara brigadir j tunang cantik,0.0,Netral
18/01/2023,12:28:42,maciregar,acara brigadir j tuntut bharada e ringan,0.0,Netral
18/01/2023,10:14:28,beritasatu,acara brigadir j tuntut bharada e ringan putri maksimal,0.0,Netral
30/12/2022,15:14:34,pikiran_rakyat,acara brigadir j yoshua layak bunuh clubbing daden,0.0,Netral
18/01/2023,16:41:32,detik_sulsel,acara brigadir yosua aku kecewa tuntut penjara putri candrawathi,0.0,Netral
23/01/2023,12:39:30,kompastv,acara brigadir yosua gera tanah coba pengaruh vonis ferdy sambo sulit bukti acara keluarga yosua martin simanjuntak sembunyi coba pengaruh putus majelis hakim,0.0,Netral
18/01/2023,14:52:08,detikcom,acara brigadir yosua martin lukas simanjuntak kecewa tuntut jaksa tuntut putri candrawathi penjara,0.0,Netral
08/09/2022,15:15:16,detik_jateng,acara bripka ricky kan klien kuat ma ruf tkp bocor minta sambo ricky,0.0,Netral
28/12/2022,13:10:43,medcom_id,acara dakwa bharada e hadir albert aries salah jubir sosialisasi rkuhp albert hadir ahli ringan bharada e aku hadir prodeo pro bono pungut biaya medcomid,0.0,Netral
28/12/2022,19:11:07,hsingati,acara dakwa garis komando layar kecuali ph dakwa bharada e lanjut,0.0,Netral
08/12/2022,12:50:00,radarsolo_,acara dakwa kuat ma ruf irwan irawan lapor wahyu iman santoso hakim sidang bunuh brigadir nofriansyah yoshua hutabarat alias brigadir j komisi yudisial ky mahkamah agung ma kuatmakruf mahkamahagung hakim adil,0.0,Netral
05/01/2023,16:30:47,antaranews,acara dakwa richard eliezer ronny talapessy serah jpu kait tuntut bunuh brigadir j nada orang tua richard berita lengkap,0.0,Netral
14/12/2022,21:49:38,tempodotco,acara ferdy sambo arman hanis bentak bharada e sidang adil negeri jakarta selatan,0.0,Netral
25/01/2023,12:02:05,inilahdotcom,acara ferdy sambo arman hanis majelis hakim putus bebas kliennnya tuntut penjara umur hidup kait bunuh rencana nofriansyah yoshua hutabarat brigadir j,0.0,Netral
04/01/2023,14:01:28,chatnews_id,acara ferdy sambo arman hanis periksa rumah saguling ban tuding bharada e ferdysambo bharadae brigadirj,-0.5574,Negatif
20/12/2022,15:40:22,tribun_bogor,acara ferdy sambo bohong bharada e sidang bukti cctv rumah dinas,0.0,Netral
27/12/2022,22:43:02,tauberitamedia,acara ferdy sambo febri diansyah mempertanyaankan posisi richard eliezer alias bharada e justice collaborator bohong,0.5267,Positif
29/12/2022,17:05:40,kompascom,acara ferdy sambo ferdy diansyah alas serah foto brigadir j kelab malam bukti majelis hakim,-0.2732,Negatif
16/01/2023,15:30:13,vivacoid,acara ferdy sambo putri candrawathi arman hanis ban selingkuh klien putri nofriansyah yosua hutabarat alias brigadir j tuntut lengkap,-0.5574,Negatif
27/12/2022,17:15:01,medcom_id,acara ferdy sambo putri candrawathi febri diansyah perihal paham terima perintah atas kait perintah ferdy sambo bharada e hajar brigadir j makna tembak medcomid,0.0,Netral
29/12/2022,16:34:13,marojahant,acara ferdy sambo serah bukti salah satu foto brigadir j kelab wau fs orang sucin ya nggak klub malam acara fs nggak bahan fs fhotonya klub yg sebarin gimana coba mutu dikit,0.0,Netral
04/01/2023,12:07:05,medcom_id,acara ferdy sambo ungkap materi bukti majelis hakim pn jaksel jaksa tuntut jpu ecek objek lokasi kait bunuh rencana brigadir j medcomid,0.0,Netral
09/12/2022,23:48:01,gatra_com,acara fs bantah isu klien aku tembak punggung brigadir j,0.0,Netral
25/01/2023,14:57:07,rriprograma3,acara fs bebas brigadir j lengkap,0.0,Netral
10/12/2022,13:12:58,arifudinnur71,acara fs dn pc sengaja giring kbenaran yg sdh nampak terang mnjadi abu bharada e mnembak brigadir j dlm tlungkup msh hidup dn mngerang ksakitan tp ferdy sambo mnembak kepala blakang brigadir j langsung tdk suara lg bilang tdk tembak,0.0,Netral
11/01/2023,17:00:12,beritasatu,acara harap ringan tuntun bharada e,0.0,Netral
18/01/2023,23:43:33,vivacoid,acara heran tuntut bharada e dakwa,0.0,Netral
19/01/2023,6:20:35,keuangannews_id,acara istri ferdy sambo ajak wik-wik brigadir j,0.0,Netral
24/01/2023,22:55:26,cnnindonesia,acara jpu gagal tunjuk motif sambo bunuh brigadir j,0.0,Netral
25/01/2023,15:45:29,ruang_redaksi,acara keluarga almarhum brigadir j kamaruddin simanjuntak nilai relasi kuasa jpu alami pergola hati nurani tuntut dakwa bunuh rencana brigadir j kamaruddinsimanjuntak relas,0.0,Netral
25/01/2023,15:24:45,kompascom,acara keluarga almarhum brigadir j kamaruddin simanjuntak nilai relasi kuasa jpu alami pergola hati nurani tuntut dakwa bunuh rencana brigadir j kamaruddinsimanjuntak relasikuasaferdysambo,0.0,Netral
16/01/2023,19:46:02,gatra_com,acara keluarga brigadir j bantah putra klien selingkuh putri candrawathi,0.0,Netral
16/01/2023,21:05:03,mediaindonesia,acara keluarga brigadir j bantah selingkuh martin selingkuh brigadir j putri suara jpu leceh seksual seksual putri,0.0,Netral
25/01/2023,19:50:03,kompascom,acara keluarga brigadir j buku hitam ancam pihak dosa jahat ferdy sambo,0.0,Netral
17/01/2023,11:38:37,jurnalnews_id,acara keluarga brigadir j dakwa bantah selingkuh,0.0,Netral
13/12/2022,3:18:26,nusantara_desa,acara keluarga brigadir j ferdy sambo bohong takut hukum mati,0.0,Netral
04/01/2023,10:19:34,kompastv,acara keluarga brigadir j ferdy sambo bunuh yosua kali,0.0,Netral
17/01/2023,17:23:21,republikaonline,acara keluarga brigadir j ferdy sambo hukum mati,0.0,Netral
26/12/2022,9:54:10,monitorind,acara keluarga brigadir j ferdy sambo konfirmasi pasal bunuh rencana kuhp,0.0,Netral
17/01/2023,19:10:24,niki_mirzaaa,acara keluarga brigadir j harap ferdy sambo tuntut minimal penjara umur hidup sindonews bukanberitabiasa,0.0,Netral
18/01/2023,6:24:34,vivacoid,acara keluarga brigadir j jaksa cemen tuntut ferdy sambo hukum mati,0.0,Netral
24/01/2023,15:01:16,kompascom,acara keluarga brigadir j kamaruddin simanjuntak aku datang jenderal polisi aktif nonaktif kamaruddin jenderal usaha lob ringan hukum ferdy sambo ferdysambo kamaruddinsimanjuntak,0.0,Netral
11/12/2022,16:10:34,tempodotco,acara keluarga brigadir j kammaruddin simanjuntak nilai ferdy sambo bohong sidang takut hukum mati temponasional,0.0,Netral
18/01/2023,14:57:17,kompascom,acara keluarga brigadir j kecewa putri candrawathi tuntut penjara bukti pasal kuhp bebas,0.0,Netral
17/01/2023,8:33:03,antvklikdotcom,acara keluarga brigadir j kuat ma ruf rr hukum,0.0,Netral
31/12/2022,7:58:01,gatra_com,acara keluarga brigadir j maksud sambo hadir bukti klien klub malam,0.0,Netral
18/01/2023,14:00:03,eradotid,acara keluarga brigadir j martin lukas simanjuntak kecewa putus jpu tuntut dakwa putri candrawathi penjara delapan,0.0,Netral
16/12/2022,15:06:44,metro_tv,acara keluarga brigadir j martin lukas simanjuntak tanggap hasil tes poligraf kesan selingkuh brigadir j putri candrawathi sidangferdysambo ferdysambo hukumkriminal putricandrawathi brigadirj,0.0,Netral
30/12/2022,16:24:04,pikiran_rakyat,acara keluarga brigadir j martin simajuntak lawan geng ferdy sambo gak sulit,0.0,Netral
19/12/2022,9:10:02,kompastv,acara keluarga brigadir j minta maaf ferdy sambo anak buah beda klien,0.0,Netral
17/01/2023,21:22:00,mncnewsroom,acara keluarga brigadir j ricky rizal kuat ma ruf tuntut penjara,0.0,Netral
17/01/2023,6:26:03,vivacoid,acara keluarga brigadir j rr kuat ma ruf hukum penjara,0.0,Netral
15/01/2023,17:14:20,pedomanrakyat,acara keluarga brigadir j sambo putri candrawathi layak vonis mati,0.0,Netral
11/12/2022,12:55:58,medcom_id,acara keluarga brigadir j setan tertawa bohong sambo,0.0,Netral
16/01/2023,19:50:01,gatra_com,acara keluarga brigadir j tuntut jpu ricky rizal kuat ma ruf ringan,0.0,Netral
16/01/2023,20:08:34,tribunnews,acara keluarga brigadir yosua hutabarat kamaruddin simanjuntak nilai ferdy sambo putri chandrawati layak vonis mati ld,0.0,Netral
19/01/2023,10:07:59,cnniddaily,acara keluarga brigadir yosua menanggapai tuntut penjara dakwa putri candrawathi turut dakwa putri candrawathi salah aktor intelektual bunuh klien,0.0,Netral
18/01/2023,16:30:00,tirtoid,acara keluarga brigadir yosua nilai putri candrawathi hukum maksimal libat aktif rencana bunuh,0.0,Netral
19/01/2023,8:20:24,narasinewsroom,acara keluarga brigadir yosua tuntut layang putri candrawathi sih,0.0,Netral
17/01/2023,0:24:21,alienbali,acara khawatir tuntut bharada e kuat maruf ricky rizal,0.0,Netral
14/12/2022,15:52:02,tauberitamedia,acara kuat ma ruf akurat hasil poligraf dakwa bunuh brigadir n yosua hutabarat angka persen,0.0,Netral
16/01/2023,12:30:30,mncnewsroom,acara kuat ma ruf bebas dakwa klaim libat bunuh brigadir j,0.0,Netral
16/01/2023,19:39:20,netizenrepublik,acara kuat ma ruf klien tuntut bebas dakwa bunuh brigadir j,0.0,Netral
08/12/2022,13:44:02,gatra_com,acara kuat ma ruf lapor hakim ketua bunuh brigadir j komisi yudisial,0.0,Netral
24/01/2023,11:22:44,detikcom,acara kuat ma ruf nota bela ban selingkuh istri sambo putri candrawathi ajudan sambo brigadir yosua,-0.5574,Negatif
24/01/2023,15:44:17,ruang_redaksi,acara kuat ma ruf selingkuh putri-brigadir j imajinasi picis,0.0,Netral
08/12/2022,11:59:07,kompastv,acara kuat maruf lapor hakim sidang bunuh brigadir j ky,0.0,Netral
24/01/2023,14:31:24,antarasumsel,acara kuat maruf selingkuh putri-brigadir j imajinasi picis,0.0,Netral
25/01/2023,15:20:02,wartaekonomi,acara kuat maruf tegas klien kerja ferdy sambo habis nyawa brigadir j,0.0,Netral
16/01/2023,21:33:53,cnnindonesia,acara kuat selingkuh brigadir j putri saksi,0.0,Netral
24/01/2023,15:00:29,jawapos,acara kuat selingkuh putri-brigadir j imajinasi picis,0.0,Netral
27/01/2023,19:46:39,republikaonline,acara nilai abur peristiwa bunuh salah bharada e,0.0,Netral
30/12/2022,14:59:44,kwaci,acara pc blingsatan bingung cari jurus utk serang brigadir j common sense ga dipaksain boss kecuali urus orang bodoh,0.0,Netral
04/01/2023,13:06:32,tvonenews,acara periksa tkp bukti putri candrawathi lihat tembak brigadir j,0.0,Netral
18/01/2023,17:41:41,cnnindonesia,acara protes bharada e tuntut penjara singgung jc,0.0,Netral
19/01/2023,10:08:42,mediakonteks,acara publik pusat bantu hukum masyarakat pbhm ralian jawalsen nilai tuntut hukum jaksa tuntut penjara semat richard eliezer pudihang lumiu bharada e bukti,0.0,Netral
01/09/2022,1:10:14,kumparan,acara putri arman hanis periksa kali konfrontasi putri sangka bharada richard eliezer bripka ricky rizal kuat ma ruf kumparannews,0.0,Netral
16/01/2023,19:04:01,gatra_com,acara putri candrawathi bantah klien selingkuh brigadir j,0.0,Netral
27/12/2022,14:13:51,detikcom,acara putri candrawathi beranda-andai jaksa gagal bukti dakwa bunuh rencana brigadir yosua,0.0,Netral
04/01/2023,20:00:33,vivacoid,acara putri candrawathi lihat jadi brigadir j tembak,0.0,Netral
04/01/2023,13:14:41,antaranews,acara putri candrawathi periksa tkp duren bukti putri peristiwa bunuh brigadir j bukti prioritas tim kuasa hukum putri sambo,0.0,Netral
20/10/2022,14:56:36,most1058,acara putri candrawathi rasamala aritonang menep informasi kait klien iphone pro max uang bharada e bripka ricky rizal kuat ma ruf mostupdate,0.0,Netral
04/01/2023,18:01:03,soloposdotcom,acara putri periksa rumah sambo bantah saksi bharada eliezer,0.0,Netral
21/12/2022,17:30:00,kompastv,acara richard eliezer bharada e ronny talapessy klien sesuai ronny sebut peluang hapus kait pidana pasal kuhp eliezer,0.0,Netral
14/12/2022,21:42:36,antaranews,acara richard eliezer kait terang ahli dna saksi richard eliezer dakwa ferdy sambo mengunakan sarung tangan pegang senjata brigadir j ferdysambo brigadirj,0.0,Netral
20/12/2022,13:07:36,vivacoid,acara ricky rizal bharada e grup wa duren ganti nomor,0.0,Netral
02/01/2023,10:36:01,gatra_com,acara ricky rizal hadir psikolog ringan posisi brigadir j,0.0,Netral
20/12/2022,12:12:31,detikcom,acara ricky rizal zena dinda defega alas klien whatsapp group duren brigadir n yosua hutabarat tewas tembak,-0.2732,Negatif
20/12/2022,15:51:50,detikcom,acara sambo arman hanis klaim cctv ferdy sambo pakai sarung tangan patah terang bharada richard eliezer,0.0,Netral
28/12/2022,8:14:55,news_wanheart,acara sambo bikin jaksa jengkel gegara jpu tuding gagal bukti motif bunuh brigadir j,0.0,Netral
05/01/2023,1:20:02,gatra_com,acara sambo poin tinjau tkp bunuh brigadir j,0.0,Netral
19/12/2022,14:50:33,tvonenews,acara sambo saksi ahli tanda duga aniaya tubuh brigadir j,0.0,Netral
20/12/2022,17:58:01,gatra_com,acara sambo sorot momen bharada e bawa masuk laras rumah saguling,0.0,Netral
30/12/2022,15:16:23,google_foto,acara sambo tunjuk foto brigadir j kelab malam kamaruddin jenderal qualified,0.0,Netral
15/12/2022,13:13:36,8angsaid,acara tim palai andreas nahot silitonga ganti deolipa yumara andreas undur bharada e aku bunuh brigadir j nyata orang suruh ferdy sambo,0.0,Netral
28/01/2023,20:48:18,milan23fav,action nya tri miris putus hakim tuntut jaksa korupsi yg kait dngan jabat publik layak sambo,0.0,Netral
18/01/2023,15:46:19,thirdofandlsd3,actually i m not really followed this case but i know he is deserve to be loved kecewa bgt putus hasil kata twt sampah gabisa ubah putus sidang hopefully ngasih kuat keluarga especially bharada e,0.872,Positif
28/12/2022,12:40:41,tribunjambiku,acu pasal ferdy sambo bertanggungjawab penuh tewas brigadir yosua,0.0,Netral
05/01/2023,11:26:42,detikcom,ada lemari senjata rumah ferdy sambo ungkap sidang bunuh brigadir yosua posisi lemari senjata tu ungkap bharada eliezer,0.0,Netral
29/01/2023,17:12:48,godwinc40203509,ada sambo,0.0,Netral
26/12/2022,11:25:01,aelesther,ada si eliezer ambil hati dr keluarga alm brigadir jitu hapus fakta bhw bantu atas habis nyawa almarhum kali kmu peduli sm sahabat tdk buat,0.0,Netral
30/01/2023,6:03:29,jihoonlucu,adaa asah jakmer kepitinh tp pair pc asah yg,0.0,Netral
19/12/2022,20:00:05,pikiran_rakyat,adam bukti brigadir j laku leceh seksual kriminolog klaim putri candrawathi,0.0,Netral
17/12/2022,7:04:44,ma_sumadi,adc pc masuk kamar bharada e kali nasuk kamar dar ngomong-ngomong edan kagak tuh gaya si pc pc banting kali iya manusia tua alami cidera fatal edan,-0.5423,Negatif
31/08/2022,13:11:23,terbitharian,adegan istri ferdy sambo putri candrawathi bharada e alias richard eliezer bripka ricky rizal brigadir j kuat ma ruf mobil rumah dinas komplek polri duren ferdysambotersangka,0.0,Netral
30/01/2023,0:38:45,gulagarembata,adegan sambo fadil ea,0.0,Netral
24/01/2023,14:48:35,putrihergianti,adeknya alm brigadir j,0.0,Netral
05/01/2023,18:58:08,oposisitulen_,adi napitulu habis luhut binsar pandjaitan luhut pdiperjuangan mahfud wiji thukul arema bharada e,0.0,Netral
20/12/2022,8:00:44,heraldindo,adi setya periksa ponsel bharada richard eliezer grup whatsapp wag duren grup ahli forensik digital ditsiber polri kontak nama tuhan yesus rickyrizal,-0.0516,Negatif
02/11/2022,14:26:14,inilahdotcom,adik brigadir j nofriansyah yoshua hutabarat mahareza rizky aku kontak blokir orang makam kakak sampai memberikaan saksi sidang lanjut dakwa kuat ma ruf ricky rizal,0.0,Netral
10/01/2023,20:33:42,joko30524515,adik brigadir j reza hutabarat putri candrawathi chat minggu suka chat duluan ngucapin,0.0,Netral
03/11/2022,11:19:31,suaradotcom,adik brigadir j reza hutabarat sidang dakwa ricky rizal kuwat ma ruf,0.0,Netral
19/01/2023,13:02:04,fajaridnetwork,adik brigadir j terima putri candrawathi tuntut reza hutabarat didih darah bang follow berita tarik indiaopen saintlaurentxten kim seokjin arsenal kamis firaun newjeans first love de gea mark lee,0.6369,Positif
12/01/2023,16:56:06,tribunlombokcom,adik brigadir jreza putri candrawathi tukar pesan putri candrawathi chat suruh main rumah putricandrawathi brigadirj brigadiryosua ferdysambo yosuahutabarat chuckputranto,0.0,Netral
19/01/2023,0:19:59,jhonelnaro,adil benar kubur brigadir yosua hutabarat ripjustice savebharadae saverichardeliezer copotjaksaagung,0.0,Netral
20/01/2023,16:35:04,mediaindonesia,adil bharada e jaksa lempar bola panas hakim jaksa agung masyarakat tunggu putus majelis hakim dakwa bunuh rencana brigadir nofriansyah yosua hutabarat,0.0,Netral
19/01/2023,14:34:15,mandiripopular,adil bharada e status justice collaborator tuntut penjara,0.5267,Positif
18/01/2023,16:15:00,r_david_wullur,adil eliezer tuhanmenguatkan bharada e,0.0,Netral
19/01/2023,14:05:57,ronaldo_juang,adil jpu bharada e beda berangkat dr nurani yg beda so sad,-0.6113,Negatif
19/01/2023,22:38:29,sahalasoripada,adil keputusa jaksa tuntut vonis thn eliezersambo umur hidupputri candrawati thn harus nya vonis dri jaksa tuntut sambo hukum matiputri thn eliezer thn adil krn eliezer justice kolaborator,0.5267,Positif
18/01/2023,18:30:25,sunggal24_medan,adil manaaa orang tindas terdzholimi bharada e saverichardeliezer,0.0,Netral
20/01/2023,20:50:11,sunggal24_medan,adil manaaa orang tindas terdzholimi bharada e saverichardeliezer justiceforichad,0.0,Netral
18/01/2023,15:24:07,pasarbeceng,adil mulia bu pc bharada e,0.0,Netral
18/01/2023,18:13:46,mrnw_12,adil negara percaya lagi jujur berani kalah beruang adil rakyat lagi adil bharada e riphukumindonesia ripkeadilan bebaskanbharadae,0.0,Netral
25/01/2023,14:06:44,forumterkini,adil negeri jakarta seatan gelar sidang lanjut dakwa putri candrawathi kait bunuh rencana brigadir j rabu forumterkininews akuratmenyajikaninformasi pengadilannegerijakartaselatan putricandrawathi brigadirj,0.0,Netral
06/01/2023,20:22:32,kompascom,adil negeri jakarta selatan ban narasi ketua majelis hakim bunuh rencana brigadir j wahyu iman santoso bocor vonis ferdy sambo nasional hakimimanwahyusantoso,-0.5574,Negatif
13/01/2023,22:01:21,metro_tv,adil negeri jakarta selatan gelar periksa dakwa obstruction of justice bunuh brigadir j dapat aku dakwa percaya,0.5267,Positif
18/01/2023,16:15:25,forumterkini,adil negeri jakarta selatan gelar sidang baca tuntut richard eliezer bharada e rabu forumterkininews akuratmenyajikaninformasi bharadae eliezerangels,0.0,Netral
26/12/2022,15:09:44,indosiar,adil negeri jakarta selatan gelar sidang bunuh rencana brigadir yosua hutabarat tim kuasa hukum richard eliezer hadir ahli ringan dakwa indosiarberita berita,0.0,Netral
09/11/2022,9:40:04,kumparan,adil negeri jakarta selatan gelar sidang dakwa kuat ma ruf ricky rizal sidang agenda periksa saksi kumparannews,0.0,Netral
18/01/2023,8:43:41,radioelshinta,adil negeri jakarta selatan gelar sidang dgn agenda baca tuntut bharada e wakil ketua lpsk maneger nasution bharada e justice collaborator sejati tuntut ringan laku,0.5267,Positif
